Date,State,Latitude,Longitude,CLOUD_AMT,AOD_55,PW,QV2M,T2M,RH2M,WS50M,PS,TOA_SW_DWN,ALLSKY_SFC_SW_DWN
11-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.53,0.71,5.95,20.96,28.55,85.81,8.84,100.7,10.355,4.109
12-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,70.48,0.49,5.64,20.9,28.53,85.51,8.13,100.58,10.357,6.2282
13-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,87.16,0.43,5.97,20.7,28.54,84.58,8.47,100.46,10.3596,5.1619
14-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.37,0.6,5.88,19.63,28.19,81.9,10.23,100.45,10.362,2.0652
15-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.85,0.52,5.98,19.98,28.34,82.62,11.38,100.44,10.3639,1.9142
16-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.82,0.52,5.86,20.27,28.61,82.52,13.23,100.44,10.3658,3.5479
17-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.43,0.4,5.72,19.91,28.6,81.2,12.45,100.55,10.3682,5.279
18-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.96,0.44,5.66,20.24,28.45,83.26,10.63,100.59,10.3704,5.6726
19-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.43,0.46,5.83,20.16,28.26,83.82,9.63,100.57,10.3721,5.5548
20-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.58,0.4,6.02,19.43,27.99,82.19,10.21,100.62,10.374,2.9441
21-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.15,0.49,5.91,19.35,28.35,80.25,10.11,100.76,10.3766,3.2813
22-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.71,0.33,6.03,19.4,28.03,82.16,10.55,100.97,10.3795,3.8568
23-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,94.82,0.28,5.73,19.52,28.06,82.56,6.72,101.07,10.3822,4.7429
24-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.63,0.25,5.33,19.61,28.17,82.44,4.84,101.1,10.385,4.7515
25-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,89.2,0.26,5.26,19.8,28.31,82.46,7.35,100.96,10.3879,5.681
26-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,93.12,0.32,5.31,20.17,28.67,82.26,10.63,100.95,10.3901,5.3789
27-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,93.26,0.33,5.17,20.28,28.97,81.28,9.54,100.97,10.3932,5.7619
28-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,80.68,0.34,5.37,20.55,28.74,83.42,8.99,100.99,10.397,6.4106
29-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,89.83,0.27,5.55,19.51,28.75,79.17,10.15,100.93,10.4006,5.7398
30-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.77,0.27,5.46,19.05,28.59,78.05,10.88,100.91,10.4038,5.724
31-07-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.06,0.41,5.3,19.36,28.78,78.41,8.85,100.89,10.4064,5.7439
01-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.2,0.69,5.04,19.37,28.9,77.96,8.29,100.93,10.4083,4.4635
02-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,73.64,0.48,5.11,19.82,28.77,80.34,8.53,100.94,10.4102,6.145
03-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.99,0.41,5.39,19.99,28.78,80.96,10.38,100.89,10.4124,4.8727
04-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.8,0.48,5.87,19.44,28.32,80.85,11.84,100.9,10.4136,1.6574
05-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.96,0.76,5.96,19.59,28.15,82.21,12.21,100.79,10.4138,1.5991
06-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.43,0.69,5.86,19.64,28.14,82.37,9.85,100.66,10.4131,0.8906
07-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,95.82,0.41,5.84,20.4,28.57,83.33,8.89,100.61,10.4122,5.6098
08-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,96.4,0.4,5.92,20.52,28.45,84.44,9.27,100.63,10.4129,3.6254
09-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,86.62,0.45,5.63,21.02,28.65,85.3,10.27,100.44,10.4141,5.6338
10-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,89.97,0.29,5.49,20.8,28.53,85.08,7.99,100.51,10.4165,5.5747
11-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,65.25,0.26,5.91,20.16,28.43,83.1,9.17,100.68,10.4189,6.0509
12-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,90.01,0.3,5.89,20.86,28.36,86.4,9.4,100.79,10.4203,5.8368
13-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,94.33,0.31,5.64,20.4,28.3,84.87,6.61,100.81,10.4208,5.8049
14-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.22,0.28,5.74,19.73,28,83.58,4.38,100.8,10.4196,5.7557
15-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.46,0.28,5.92,19.36,27.92,82.43,4.2,100.87,10.4191,5.2202
16-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,94.44,0.21,5.65,19.68,27.57,85.54,4.95,100.97,10.4184,6.001
17-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,95.14,0.24,5.35,19.59,28.07,82.79,5.8,100.96,10.4174,6.2618
18-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,82.91,0.21,4.99,19.66,28.38,81.57,5.25,101,10.4165,6.1615
19-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,49.6,0.16,5.26,19.93,27.94,84.86,4.08,101.03,10.4148,6.9425
20-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,88.47,0.36,5.6,19.75,27.84,84.56,5.96,101.05,10.4129,4.2722
21-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.59,0.32,5.76,18.94,27.63,82.11,9.41,100.97,10.4095,2.4264
22-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.05,0.33,5.81,19.21,28,81.34,11.23,100.82,10.4054,3.7375
23-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.92,0.26,5.48,19.61,28.71,79.65,11.66,100.81,10.4006,4.5883
24-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,96.07,0.35,5.66,20.52,28.79,82.94,10.55,100.8,10.3966,4.9658
25-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.15,0.62,5.91,20.66,28.33,85.69,10.85,100.75,10.3946,1.2689
26-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.4,0.51,5.88,20.41,28.15,85.57,10.46,100.78,10.3937,0.997
27-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.42,0.38,5.66,20.03,28.15,84.11,9.6,100.85,10.3925,3.2712
28-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.81,0.28,5.69,19.93,28.05,84.22,7.27,100.91,10.3901,2.0717
29-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.03,0.28,5.62,20.11,28.27,83.86,8.27,100.85,10.3862,4.261
30-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,77,0.24,5.49,20.09,28.51,82.64,7.84,100.91,10.381,6.2856
31-08-2015,Andaman and Nicobar Islands,11.6234,92.7265,94.67,0.17,5.95,19.83,28.12,83.52,7.79,100.98,10.3752,4.434
01-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,92.59,0.16,5.8,19.35,28.3,80.62,6.16,100.9,10.3687,5.7454
02-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,90.63,0.18,5.8,20.23,28.22,84.57,6.14,100.86,10.3615,6.2702
03-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.15,0.14,5.9,19.55,27.48,85.48,3.68,101.03,10.3541,4.0723
04-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.28,0.16,6.06,19.41,27.71,83.89,4.03,101.18,10.3464,4.6169
05-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.48,0.27,5.93,18.97,27.24,84.33,6.09,101.24,10.3382,3.066
06-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,88.82,0.29,5.79,18.77,27.58,81.76,4.85,101.16,10.3296,5.8836
07-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,60.63,0.21,5.45,19.06,27.86,81.61,5.47,101.1,10.321,6.6562
08-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,96.48,0.24,5.43,19.79,28.23,82.8,6.96,100.97,10.3111,6.1795
09-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.66,0.37,5.84,19.92,27.98,84.54,7.94,100.94,10.301,1.1549
10-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.61,0.48,6.1,19.71,27.3,86.99,11.28,100.92,10.2902,2.393
11-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.07,0.54,5.97,19.42,27.59,84.32,11.3,100.91,10.2785,3.8736
12-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.25,0.61,5.86,20.04,27.74,86.21,8.31,100.92,10.2665,2.2822
13-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,95.04,0.36,5.69,20.24,28.03,85.6,8.69,100.93,10.2559,3.7982
14-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,81.25,0.3,5.73,20.05,28.29,83.5,9.99,100.91,10.2449,6.0542
15-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,90.05,0.23,5.46,20.93,28.4,86.48,9.55,100.78,10.2326,6.1085
16-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.47,0.32,5.56,20.85,28.22,86.94,9.31,100.63,10.219,2.7763
17-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99,0.22,6.06,20.64,27.95,87.41,10.23,100.58,10.2053,1.1782
18-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.81,0.27,6.2,20.83,28.03,87.92,10.38,100.79,10.1916,0.8801
19-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.69,0.2,6.15,20.08,27.97,85.27,8.48,100.96,10.1786,3.0408
20-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,47.12,0.2,5.42,19.59,28.02,82.98,5.24,100.95,10.1657,6.7591
21-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,29.44,0.29,5.05,19.61,28.19,82.21,4.07,100.88,10.1518,6.5921
22-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,90.82,0.19,5.31,19.45,28.12,81.9,3.24,100.92,10.1366,6.3506
23-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,92.16,0.18,5.74,19.55,27.6,84.9,5.21,100.99,10.1206,4.3332
24-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.74,0.19,5.71,19.51,27.79,83.72,6.54,100.94,10.1033,5.8807
25-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.31,0.3,5.73,19.74,27.71,84.98,7.27,100.83,10.0841,4.5934
26-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,93.87,0.28,5.9,19.75,27.56,85.75,6.87,100.8,10.0646,5.4031
27-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,86.49,0.2,6.05,18.99,27.02,85.15,6.48,100.82,10.0469,5.5598
28-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,79.27,0.19,6.04,19.6,27.47,85.5,8.71,100.7,10.0286,4.8158
29-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.59,0.15,6.04,19.92,27.53,86.6,9.3,100.69,10.0102,4.4657
30-09-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.46,0.16,5.88,19.6,27.76,84.3,7.58,100.94,9.9924,4.4546
01-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,95.1,0.14,5.75,19.19,27.62,83.36,5.22,101.13,9.9744,5.9333
02-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.56,0.18,5.86,19.99,27.85,85.59,5.7,101.1,9.955,5.1175
03-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,95.13,0.26,6.11,19.53,27.71,84.32,7.25,101.07,9.9346,3.57
04-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.27,0.27,6.15,19.57,27.93,83.35,8.29,101,9.9137,3.3948
05-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.44,0.36,5.98,20.13,27.72,86.75,7.8,100.99,9.8923,1.1522
06-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,94.41,0.37,5.86,20.03,27.71,86.37,8.06,100.97,9.8702,4.6224
07-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,85.88,0.25,5.9,19.94,27.91,85,6.92,101.03,9.8482,4.5934
08-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,60.75,0.14,5.49,19.74,28.11,83.22,5.22,101.04,9.8251,6.4702
09-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,59.21,0.14,5.64,19.83,28.19,83.19,6.17,101.02,9.803,6.1975
10-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.61,0.15,5.76,19.75,28.03,83.66,5.39,101.05,9.78,5.3532
11-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.51,0.17,5.77,19.3,27.61,83.86,3.99,101.13,9.7572,3.6144
12-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,90.96,0.3,5.87,18.57,27.55,81.08,3.31,101.17,9.7337,4.9637
13-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,63.6,0.16,5.72,18.19,27.74,78.59,1.75,101.18,9.7097,5.7221
14-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,47.07,0.15,5.5,18.14,28.02,77.04,2.01,101.17,9.6862,6.3605
15-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,47.78,0.13,5.51,18.97,27.89,81.12,3.36,101.1,9.6622,6.2076
16-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,51.63,0.14,5.41,19,28.15,80.02,3.12,101.06,9.6374,6.2369
17-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,38.63,0.14,5.19,18.85,28.46,77.97,2.64,101.05,9.6132,6.378
18-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,53.29,0.16,5.29,19,28.55,78.15,2.51,101.09,9.589,6.1637
19-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,57.25,0.17,5.32,18.99,28.74,77.22,2.67,101.03,9.564,6.2064
20-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,59.85,0.17,5.04,18.91,28.79,76.59,2.53,100.89,9.5378,6.1997
21-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,87.52,0.25,4.91,18.85,29.17,74.68,3.13,100.86,9.5112,5.8433
22-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,41.58,0.18,4.64,18.7,29.26,73.72,3.67,100.92,9.4853,6.019
23-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,12.5,0.17,3.39,17.85,28.7,72.76,3.73,100.92,9.4598,6.6658
24-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,9.38,0.16,3.67,18.49,28.74,75.14,3.99,100.93,9.4337,6.6307
25-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,45.09,0.45,5.2,19.76,28.8,80,4.59,100.99,9.407,4.7162
26-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,71.7,0.39,4.91,19.75,28.95,79.29,5.67,101.04,9.3802,5.1281
27-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.63,0.44,4.94,19.01,28.66,77.74,5.58,101.04,9.3538,5.1235
28-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,93.92,0.5,5.81,19.34,27.84,82.86,6.92,101.09,9.3266,4.4042
29-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,70.96,0.32,5.63,19.22,27.9,82.12,4.65,101.1,9.299,3.7795
30-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,62.63,0.26,5.43,19.08,28.31,79.62,4.17,101.08,9.2707,5.4454
31-10-2015,Andaman and Nicobar Islands,11.6234,92.7265,80.07,0.26,4.94,19.63,28.93,78.99,5.76,101.1,9.2419,4.9483
01-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,72.65,0.29,4.81,20.01,28.64,81.88,5.03,101.13,9.2131,5.4562
02-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,70.84,0.31,4.8,19.71,28.81,79.86,5.53,101.11,9.1848,5.2258
03-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,76.95,0.21,5.25,19.54,28.57,80.28,4.65,101.07,9.1579,4.777
04-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,93.41,0.2,5.5,19.66,28.65,80.37,5.8,100.98,9.1332,5.0926
05-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.65,0.24,5.84,19.49,27.92,83.06,3.87,100.94,9.108,1.7429
06-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,94.88,0.29,5.62,18.85,27.67,81.46,3.28,100.91,9.0826,5.0153
07-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,78.09,0.23,5.78,19.06,28.15,80.14,4.64,100.97,9.0574,5.5694
08-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,96.41,0.24,5.62,18.71,28.2,78.6,2.77,101.09,9.0317,4.3812
09-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.85,0.22,5.64,20.15,28.53,82.85,5.77,100.95,9.0058,4.6543
10-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.3,0.19,5.59,19.73,28.15,82.87,5.5,100.91,8.9798,4.5552
11-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.16,0.23,5.48,19.38,28.12,81.6,5.1,100.93,8.9544,3.2839
12-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,93.5,0.21,5.54,19.76,28.2,82.85,5.13,101.01,8.9297,5.2577
13-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,97.45,0.28,5.68,20.55,28.43,84.97,6.09,101,8.9059,4.3942
14-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,73.35,0.21,5.79,19.69,28.23,82.34,3.95,100.89,8.8826,4.8022
15-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,82.88,0.18,5.57,19.42,28.14,81.6,2.68,100.9,8.8589,5.3419
16-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,43.24,0.13,5.21,19.09,28.35,79.34,1.94,100.95,8.8349,5.5138
17-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,35.36,0.16,4.91,19.38,28.68,79,3.92,100.93,8.8104,5.2884
18-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,35.2,0.18,4.54,19.25,28.94,77.41,4.6,101.03,8.7869,5.766
19-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,55.95,0.17,4.87,19.78,28.82,80.01,4.77,101,8.7641,5.5159
20-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,82.76,0.23,5.59,19.79,28.66,80.79,4.51,100.95,8.7422,4.6106
21-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,29.79,0.2,5.03,19.61,28.71,79.72,4.74,100.91,8.7199,5.5013
22-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,30.65,0.19,4.83,19.54,28.77,79.25,5.56,100.9,8.6986,5.555
23-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,62.93,0.15,4.81,19.43,29.47,75.71,6.6,100.96,8.6777,4.927
24-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,90.74,0.14,5.2,19.26,29.29,75.81,6.56,100.95,8.6563,2.6957
25-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.33,0.19,5.6,19.18,29.11,76.3,6.45,100.94,8.6354,2.2699
26-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,90.78,0.16,5.55,19.79,28.94,79.42,6.38,100.94,8.6158,4.205
27-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,94.4,0.2,5.52,19.55,28.68,79.69,6.68,100.92,8.5966,4.5278
28-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,71.03,0.25,5.12,19.59,29.11,78,7.67,101.09,8.5781,4.818
29-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.78,0.3,5.63,19.73,28.56,81.19,7.97,101.23,8.5606,0.9144
30-11-2015,Andaman and Nicobar Islands,11.6234,92.7265,91.18,0.26,5.53,19.56,28.24,82,5.53,101.21,8.5433,3.5098
01-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,98.96,0.28,5.59,19.18,28.43,79.45,4.56,101.12,8.5272,3.6814
02-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,90.94,0.17,5.38,19.96,28.5,82.3,5.48,101.08,8.5116,5.0016
03-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,73.39,0.2,5.13,19.64,28.51,80.89,6.37,101.04,8.4967,5.1883
04-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,74.25,0.18,5.32,19.52,28.24,81.72,6.23,101.05,8.4826,4.9015
05-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,95.13,0.21,5.56,19.91,28.15,83.73,7.21,101.03,8.4689,3.3761
06-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,92.07,0.23,5.6,20.05,28.2,84.1,6.77,101.09,8.4562,3.9274
07-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,76.97,0.25,5.45,19.77,28.31,82.46,6.31,101.12,8.4437,3.9288
08-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,59.61,0.26,4.7,19.49,28.79,79.09,6.48,101.12,8.4322,4.7477
09-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,17.73,0.17,4.11,18.95,29.05,75.78,5.89,101.16,8.4218,5.585
10-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,22.37,0.17,3.7,18.25,28.58,75.02,5.57,101.14,8.4137,5.537
11-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,11.62,0.16,2.95,15.85,27.73,68.54,4.74,101.09,8.4055,5.7706
12-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,50.22,0.13,2.03,15.31,26.87,69.6,3.79,101.06,8.3983,5.777
13-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,39.25,0.16,2.42,15.97,26.93,72.33,3.36,101.11,8.3916,5.6794
14-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,59.13,0.17,3.26,17.16,27.55,74.99,4.98,101.13,8.3849,5.1758
15-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,60.54,0.15,3.29,16.9,27.89,72.4,3.99,101.12,8.3782,5.5894
16-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,80.03,0.32,3.31,17.84,27.82,76.73,5.16,101.19,8.3722,5.1228
17-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,14.96,0.39,3.34,18.19,27.95,77.65,5.87,101.2,8.3681,5.2877
18-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,52.97,0.35,3.79,18.68,28.05,79.27,5.98,101.24,8.3652,4.7614
19-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,77.44,0.31,3.89,17.76,28.35,74.2,6.29,101.39,8.3635,4.3601
20-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,71.5,0.29,3.65,16.93,28.13,71.66,6.91,101.36,8.363,5.167
21-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.22,0.36,3.46,17.16,27.82,73.9,7.61,101.29,8.3635,3.9096
22-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,66.38,0.26,3.19,17.08,27.73,74.04,6.91,101.38,8.365,5.0477
23-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,48.17,0.29,3.65,16.97,27.86,72.97,6.12,101.32,8.3666,5.4502
24-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,99.35,0.37,5.12,17.36,27.96,74.1,6.85,101.22,8.3683,2.4178
25-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,62.33,0.37,5.35,18.16,28.22,76.25,7.78,101.15,8.3707,4.5682
26-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,87.66,0.24,4.93,19.18,28.5,79.19,7.16,101.15,8.3738,4.6255
27-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,48.1,0.24,3.74,18.89,28.19,79.54,7.68,101.34,8.3791,4.4849
28-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,18.1,0.23,3.5,18.79,28.31,78.72,6.26,101.49,8.3849,5.4816
29-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,19.22,0.2,3.57,18.48,28.21,77.85,6.5,101.39,8.3928,5.3678
30-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,24.33,0.25,3.58,18.08,27.89,77.54,6.41,101.29,8.4017,5.1958
31-12-2015,Andaman and Nicobar Islands,11.6234,92.7265,28.63,0.27,3.25,17.39,28.07,73.9,7.64,101.37,8.411,5.423
01-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,34.33,0.29,3.73,17.59,28.24,73.98,6.88,101.45,8.4206,5.1662
02-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,19.93,0.26,4.03,17.06,28.36,71.35,6.32,101.47,8.4302,5.5951
03-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,21.61,0.24,3.95,16.41,28.37,68.55,5.09,101.4,8.4406,5.603
04-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,15.61,0.15,3.86,17.03,27.99,72.69,6.6,101.39,8.4518,5.5774
05-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,22.35,0.36,3.52,16.62,27.55,72.8,6.13,101.33,8.4648,5.3863
06-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,21.32,0.22,3.52,16.18,27.31,71.89,5.94,101.34,8.4787,5.6083
07-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,34.73,0.13,3.7,17,27.62,74.16,5.95,101.35,8.4931,5.8243
08-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,33.49,0.14,3.81,16.9,27.68,73.38,6.1,101.29,8.508,5.2858
09-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,40.96,0.17,3.55,15.34,27.23,68.42,5.48,101.25,8.5238,5.6885
10-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,67.37,0.23,3.67,15.04,27.09,67.78,6.93,101.3,8.5404,5.5567
11-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,34.73,0.52,3.2,14.49,26.75,66.59,6.17,101.32,8.5574,5.4854
12-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,23.05,0.32,2.99,13.93,26.77,63.82,4.94,101.16,8.5752,5.8788
13-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,31.3,0.33,3.29,14.65,26.73,67.25,3.71,101.1,8.5939,5.4228
14-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,73.35,0.38,3.61,15.89,26.78,72.63,4.87,101.14,8.6134,4.9154
15-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,39.61,0.51,3.83,16.11,26.57,74.55,5.09,101.04,8.6338,5.185
16-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,55.18,0.49,4.09,15.87,26.46,73.94,4.67,101.04,8.6549,5.2356
17-01-2016,Andaman and Nicobar Islands,11.6234,92.7265,78.51,0.36,4.04,14.98,26.82,68.39,5.25,101.08,8.6765,5.0525
