Date,State,Latitude,Longitude,CLOUD_AMT,AOD_55,PW,QV2M,T2M,RH2M,WS50M,PS,TOA_SW_DWN,ALLSKY_SFC_SW_DWN,Month,Season,Zenith_Angle,DayLength_hours
2015-01-01,Andaman and Nicobar Islands,11.6234,92.7265,47.43,0.2,5.29,18.15,27.87,77.74,9.18,101.09,8.4209,4.5797,1,Winter,34.63503672786925,11.331750437971394
2015-01-02,Andaman and Nicobar Islands,11.6234,92.7265,34.39,0.23,5.0,18.01,27.59,78.5,7.11,101.22,8.43,5.0522,1,Winter,34.553943608307655,11.33438414884396
2015-01-03,Andaman and Nicobar Islands,11.6234,92.7265,26.37,0.27,3.92,16.08,27.48,70.64,5.16,101.24,8.4408,5.3515,1,Winter,34.466055673793264,11.337234890988828
2015-01-04,Andaman and Nicobar Islands,11.6234,92.7265,28.68,0.3,3.07,15.72,26.89,71.45,3.84,101.12,8.4538,5.3926,1,Winter,34.37139896741784,11.340300965170671
2015-01-05,Andaman and Nicobar Islands,11.6234,92.7265,14.47,0.21,3.02,14.94,27.03,67.34,2.81,101.07,8.4684,5.6532,1,Winter,34.27000153800635,11.343580555344738
2015-01-06,Andaman and Nicobar Islands,11.6234,92.7265,28.47,0.16,3.35,17.15,27.3,75.95,4.82,101.03,8.4845,5.555,1,Winter,34.16189343180545,11.347071732168816
2015-01-07,Andaman and Nicobar Islands,11.6234,92.7265,27.35,0.17,3.96,17.13,27.15,76.59,5.3,101.04,8.5006,5.0839,1,Winter,34.047106683580196,11.35077245669567
2015-01-08,Andaman and Nicobar Islands,11.6234,92.7265,41.78,0.21,3.97,15.86,27.16,71.02,4.52,101.16,8.5162,5.6006,1,Winter,33.92567530712135,11.354680584231764
2015-01-09,Andaman and Nicobar Islands,11.6234,92.7265,91.7,0.31,4.6,16.31,26.95,73.9,4.88,101.22,8.5318,3.139,1,Winter,33.7976352851665,11.358793868347693
2015-01-10,Andaman and Nicobar Islands,11.6234,92.7265,67.87,0.33,3.97,15.38,26.9,69.92,7.01,101.18,8.5486,4.3608,1,Winter,33.66302455873745,11.363109965025409
2015-01-11,Andaman and Nicobar Islands,11.6234,92.7265,73.1,0.43,3.34,15.42,26.57,71.42,6.24,101.15,8.5651,4.781,1,Winter,33.5218830158976,11.367626436926932
2015-01-12,Andaman and Nicobar Islands,11.6234,92.7265,73.46,0.27,3.89,16.79,26.71,77.08,5.97,101.1,8.5829,4.8089,1,Winter,33.37425247993215,11.372340757769193
2015-01-13,Andaman and Nicobar Islands,11.6234,92.7265,74.79,0.23,4.52,18.59,27.47,81.41,7.38,101.02,8.603,4.3615,1,Winter,33.22017669695508,11.377250316789402
2015-01-14,Andaman and Nicobar Islands,11.6234,92.7265,70.57,0.26,5.3,18.15,27.76,78.23,8.83,101.11,8.6232,3.7318,1,Winter,33.059701322946076,11.382352423285452
2015-01-15,Andaman and Nicobar Islands,11.6234,92.7265,98.56,0.38,5.52,17.85,27.68,77.37,7.92,101.19,8.6438,0.6127,1,Winter,32.892873910221816,11.38764431121572
2015-01-16,Andaman and Nicobar Islands,11.6234,92.7265,95.72,0.28,5.5,18.12,27.47,79.46,5.0,101.15,8.664,2.6827,1,Winter,32.71974389334511,11.39312314384297
2015-01-17,Andaman and Nicobar Islands,11.6234,92.7265,98.05,0.23,5.06,16.85,27.56,73.71,4.32,101.21,8.6851,2.6201,1,Winter,32.54036257447642,11.398786018407076
2015-01-18,Andaman and Nicobar Islands,11.6234,92.7265,46.99,0.32,3.76,15.65,27.5,68.69,4.1,101.25,8.7055,5.5073,1,Winter,32.35478310817188,11.404629970811632
2015-01-19,Andaman and Nicobar Islands,11.6234,92.7265,24.48,0.36,3.04,15.81,27.48,69.5,5.58,101.28,8.7262,5.6191,1,Winter,32.163060485632506,11.410651980309865
2015-01-20,Andaman and Nicobar Islands,11.6234,92.7265,44.34,0.38,2.97,15.85,27.35,70.3,5.47,101.41,8.749,4.9961,1,Winter,31.96525151840905,11.416848974175554
2015-01-21,Andaman and Nicobar Islands,11.6234,92.7265,39.72,0.34,2.89,15.64,27.51,68.85,6.07,101.56,8.773,5.6239,1,Winter,31.76141482156758,11.423217832345253
2015-01-22,Andaman and Nicobar Islands,11.6234,92.7265,29.02,0.23,2.66,14.91,27.41,66.05,5.58,101.52,8.797,5.8226,1,Winter,31.551610796320524,11.429755392018452
2015-01-23,Andaman and Nicobar Islands,11.6234,92.7265,36.63,0.22,2.46,13.52,27.09,61.03,4.73,101.34,8.8212,5.9609,1,Winter,31.335901612128517,11.43645845220298
2015-01-24,Andaman and Nicobar Islands,11.6234,92.7265,23.77,0.21,2.21,13.86,26.81,63.45,5.31,101.33,8.8459,5.9371,1,Winter,31.114351188278192,11.443323778193472
2015-01-25,Andaman and Nicobar Islands,11.6234,92.7265,47.87,0.13,2.43,13.7,26.86,62.61,5.12,101.38,8.8704,5.6758,1,Winter,30.88702517494162,11.450348105971331
2015-01-26,Andaman and Nicobar Islands,11.6234,92.7265,26.21,0.17,2.63,14.65,26.82,66.96,4.27,101.31,8.8949,6.1565,1,Winter,30.653990933722618,11.457528146515342
2015-01-27,Andaman and Nicobar Islands,11.6234,92.7265,10.76,0.19,2.33,14.7,26.88,66.97,4.08,101.19,8.9196,6.2537,1,Winter,30.415317517696174,11.46486059001266
2015-01-28,Andaman and Nicobar Islands,11.6234,92.7265,30.96,0.17,2.59,14.58,26.53,67.67,4.19,101.1,8.947,5.9239,1,Winter,30.17107565094643,11.47234210996067
2015-01-29,Andaman and Nicobar Islands,11.6234,92.7265,22.6,0.2,3.48,16.18,27.36,71.51,4.29,101.15,8.9755,5.7017,1,Winter,29.9213377076097,11.479969367150906
2015-01-30,Andaman and Nicobar Islands,11.6234,92.7265,27.95,0.25,3.78,16.26,27.62,70.81,4.06,101.24,9.0043,5.7722,1,Winter,29.666177690428334,11.487739013526914
2015-01-31,Andaman and Nicobar Islands,11.6234,92.7265,21.06,0.2,4.06,16.57,27.2,74.04,5.38,101.25,9.0336,5.9618,1,Winter,29.40567120882229,11.495647695908687
2015-02-01,Andaman and Nicobar Islands,11.6234,92.7265,34.64,0.44,3.95,17.6,26.91,79.85,6.35,101.23,9.0624,5.2978,2,Winter,29.139895456484215,11.50369205957702
2015-02-02,Andaman and Nicobar Islands,11.6234,92.7265,79.05,0.74,4.4,17.71,27.19,79.19,7.72,101.35,9.0912,3.9014,2,Winter,28.86892918850547,11.511868751711873
2015-02-03,Andaman and Nicobar Islands,11.6234,92.7265,47.62,0.57,3.64,16.76,27.66,73.04,8.48,101.46,9.1198,5.3736,2,Winter,28.592852698039145,11.5201744246795
2015-02-04,Andaman and Nicobar Islands,11.6234,92.7265,20.63,0.44,3.1,16.46,27.74,71.43,6.48,101.4,9.1483,5.6844,2,Winter,28.31174779250762,11.528605739163847
2015-02-05,Andaman and Nicobar Islands,11.6234,92.7265,3.33,0.36,3.21,16.27,27.63,71.04,6.05,101.28,9.1776,5.3549,2,Winter,28.025697769361123,11.537159367138418
2015-02-06,Andaman and Nicobar Islands,11.6234,92.7265,30.03,0.32,3.67,16.62,27.64,72.36,5.54,101.24,9.2069,5.5385,2,Winter,27.734787391395002,11.545831994675428
2015-02-07,Andaman and Nicobar Islands,11.6234,92.7265,21.09,0.38,3.61,16.59,27.46,72.95,6.3,101.22,9.2352,5.9009,2,Winter,27.43910286163259,11.554620324589765
2015-02-08,Andaman and Nicobar Islands,11.6234,92.7265,34.62,0.42,3.07,15.58,27.62,67.98,6.37,101.21,9.263,5.8584,2,Winter,27.138731797781425,11.563521078915896
2015-02-09,Andaman and Nicobar Islands,11.6234,92.7265,52.39,0.46,3.11,16.44,27.5,72.1,7.14,101.28,9.2921,5.7043,2,Winter,26.833763206270323,11.572531001216449
2015-02-10,Andaman and Nicobar Islands,11.6234,92.7265,74.63,0.53,3.16,16.32,27.34,72.33,5.68,101.28,9.3211,5.5075,2,Winter,26.524287455874664,11.581646858721806
2015-02-11,Andaman and Nicobar Islands,11.6234,92.7265,81.8,0.6,3.78,15.63,27.46,68.89,4.18,101.23,9.3499,4.4736,2,Winter,26.210396250938356,11.590865444300531
2015-02-12,Andaman and Nicobar Islands,11.6234,92.7265,92.8,0.5,4.47,16.02,27.54,70.11,4.33,101.17,9.3782,3.1951,2,Winter,25.892182604199714,11.600183578261095
2015-02-13,Andaman and Nicobar Islands,11.6234,92.7265,42.63,0.35,4.1,15.13,27.51,66.44,5.18,101.14,9.4063,5.9047,2,Winter,25.569740809229916,11.609598109985702
2015-02-14,Andaman and Nicobar Islands,11.6234,92.7265,33.33,0.25,1.99,14.05,27.19,63.02,6.49,101.13,9.4344,6.269,2,Winter,25.24316641249164,11.619105919397615
2015-02-15,Andaman and Nicobar Islands,11.6234,92.7265,5.53,0.46,1.97,13.4,26.84,61.14,5.24,101.13,9.4622,6.5918,2,Winter,24.912556185026727,11.628703918263728
2015-02-16,Andaman and Nicobar Islands,11.6234,92.7265,7.53,0.27,2.18,14.28,26.59,66.24,5.99,101.18,9.491,6.714,2,Winter,24.578008093780696,11.638389051334567
2015-02-17,Andaman and Nicobar Islands,11.6234,92.7265,49.03,0.2,2.59,14.52,27.03,65.56,5.07,101.08,9.5194,6.4279,2,Winter,24.23962127257315,11.64815829732424
2015-02-18,Andaman and Nicobar Islands,11.6234,92.7265,88.76,0.23,3.33,14.57,27.3,64.86,4.64,101.12,9.5486,5.6417,2,Winter,23.897495992722153,11.658008669733256
2015-02-19,Andaman and Nicobar Islands,11.6234,92.7265,80.43,0.22,4.45,15.56,27.56,68.02,4.29,101.15,9.5772,4.4395,2,Winter,23.551733633331857,11.667937217517325
2015-02-20,Andaman and Nicobar Islands,11.6234,92.7265,19.08,0.17,4.41,16.84,27.71,72.97,6.01,101.13,9.6055,6.0269,2,Winter,23.202436651251467,11.677941025605676
2015-02-21,Andaman and Nicobar Islands,11.6234,92.7265,30.55,0.19,4.12,16.91,27.78,72.9,5.54,101.06,9.6331,6.0566,2,Winter,22.849708550715253,11.688017215272557
2015-02-22,Andaman and Nicobar Islands,11.6234,92.7265,48.75,0.2,3.88,16.84,27.79,72.68,3.76,101.19,9.6605,5.382,2,Winter,22.493653852671862,11.698162944365844
2015-02-23,Andaman and Nicobar Islands,11.6234,92.7265,13.5,0.2,3.61,16.38,27.88,70.32,3.28,101.22,9.6881,6.4903,2,Winter,22.134378063812647,11.708375407396924
2015-02-24,Andaman and Nicobar Islands,11.6234,92.7265,13.84,0.16,3.28,15.53,27.83,66.89,3.61,101.15,9.7164,6.7135,2,Winter,21.771987645307625,11.718651835496095
2015-02-25,Andaman and Nicobar Islands,11.6234,92.7265,4.92,0.16,2.92,14.5,27.9,62.18,3.57,101.04,9.7445,6.7582,2,Winter,21.406589981258854,11.728989496237968
2015-02-26,Andaman and Nicobar Islands,11.6234,92.7265,4.71,0.15,2.82,15.06,27.65,65.48,3.38,100.99,9.7721,6.829,2,Winter,21.03829334688008,11.739385693341395
2015-02-27,Andaman and Nicobar Islands,11.6234,92.7265,5.88,0.12,2.63,15.35,27.89,65.96,4.39,101.02,9.7985,7.0018,2,Winter,20.667206876412592,11.749837766248614
2015-02-28,Andaman and Nicobar Islands,11.6234,92.7265,16.83,0.17,2.96,15.58,27.83,67.16,5.26,101.06,9.8251,6.7018,2,Winter,20.293440530786285,11.760343089588343
2015-03-01,Andaman and Nicobar Islands,11.6234,92.7265,20.57,0.22,4.01,16.05,28.32,67.3,3.27,101.06,9.8513,6.5837,3,Summer,19.917105065035926,11.770899072527616
2015-03-02,Andaman and Nicobar Islands,11.6234,92.7265,7.89,0.26,3.57,17.5,28.54,72.17,2.76,101.1,9.877,6.5381,3,Summer,19.538311995481962,11.78150315801726
2015-03-03,Andaman and Nicobar Islands,11.6234,92.7265,7.67,0.34,3.55,17.1,28.49,70.7,1.96,101.03,9.9031,6.6854,3,Summer,19.157173566685962,11.792152821935835
2015-03-04,Andaman and Nicobar Islands,11.6234,92.7265,44.95,0.36,3.96,17.63,27.88,75.51,2.94,101.08,9.929,5.5819,3,Summer,18.773802718189987,11.802845572136997
2015-03-05,Andaman and Nicobar Islands,11.6234,92.7265,6.34,0.24,3.58,17.51,28.23,73.58,4.97,101.14,9.9538,6.2544,3,Summer,18.3883130510503,11.813578947405148
2015-03-06,Andaman and Nicobar Islands,11.6234,92.7265,9.87,0.18,2.97,17.23,28.21,72.53,5.91,101.12,9.9778,7.0606,3,Summer,18.000818794174787,11.82435051632429
2015-03-07,Andaman and Nicobar Islands,11.6234,92.7265,34.5,0.21,2.74,16.17,28.15,68.49,6.37,101.11,10.0008,7.0171,3,Summer,17.61143477047461,11.835157876065008
2015-03-08,Andaman and Nicobar Islands,11.6234,92.7265,72.97,0.35,3.0,15.09,28.11,64.06,4.96,101.17,10.0231,6.5364,3,Summer,17.220276362839527,11.845998651094343
2015-03-09,Andaman and Nicobar Islands,11.6234,92.7265,79.67,0.46,3.61,15.8,28.14,66.93,3.78,101.24,10.0447,6.1838,3,Summer,16.82745947994769,11.856870491813524
2015-03-10,Andaman and Nicobar Islands,11.6234,92.7265,55.98,0.37,3.72,16.69,28.56,68.91,2.49,101.2,10.0649,6.3521,3,Summer,16.433100521919123,11.867771073128248
2015-03-11,Andaman and Nicobar Islands,11.6234,92.7265,16.31,0.31,3.64,17.33,29.03,69.62,4.4,101.22,10.0848,6.72,3,Summer,16.03731634582409,11.878698092956304
2015-03-12,Andaman and Nicobar Islands,11.6234,92.7265,5.07,0.21,2.77,16.43,29.16,65.76,3.59,101.23,10.1047,7.045,3,Summer,15.640224231055655,11.889649270677307
2015-03-13,Andaman and Nicobar Islands,11.6234,92.7265,3.75,0.28,2.95,15.99,29.0,64.61,2.41,101.23,10.1261,6.7877,3,Summer,15.241941844577411,11.900622345529133
2015-03-14,Andaman and Nicobar Islands,11.6234,92.7265,5.69,0.4,3.34,16.7,28.99,67.46,1.53,101.35,10.1462,6.415,3,Summer,14.842587206056068,11.911615074955739
2015-03-15,Andaman and Nicobar Islands,11.6234,92.7265,8.4,0.29,2.93,16.42,28.88,66.66,2.8,101.34,10.1662,6.5165,3,Summer,14.442278652889843,11.922625232910969
2015-03-16,Andaman and Nicobar Islands,11.6234,92.7265,12.29,0.32,2.18,15.4,28.51,63.88,3.5,101.25,10.1866,6.942,3,Summer,14.041134805142361,11.933650608122827
2015-03-17,Andaman and Nicobar Islands,11.6234,92.7265,8.51,0.59,2.49,17.42,28.43,72.43,3.14,101.07,10.2062,6.39,3,Summer,13.639274530393125,11.944689002322788
2015-03-18,Andaman and Nicobar Islands,11.6234,92.7265,17.21,0.44,2.84,16.95,28.34,70.78,2.6,100.98,10.225,6.6823,3,Summer,13.236816908514399,11.955738228444567
2015-03-19,Andaman and Nicobar Islands,11.6234,92.7265,14.93,0.41,2.9,16.48,28.56,67.82,3.14,101.04,10.2427,6.6137,3,Summer,12.83388119638531,11.966796108796798
2015-03-20,Andaman and Nicobar Islands,11.6234,92.7265,18.5,0.59,2.79,17.53,28.86,70.94,4.71,101.06,10.2602,6.4656,3,Summer,12.43058679255339,11.977860473214015
2015-03-21,Andaman and Nicobar Islands,11.6234,92.7265,52.22,0.66,2.8,16.66,28.73,68.05,5.04,101.12,10.277,6.1382,3,Summer,12.027053201854338,11.988929157190308
2015-03-22,Andaman and Nicobar Islands,11.6234,92.7265,46.46,0.59,2.66,15.57,28.04,66.15,3.55,101.09,10.2938,6.127,3,Summer,11.623400000000006,12.0
2015-03-23,Andaman and Nicobar Islands,11.6234,92.7265,15.49,0.4,2.92,15.19,27.9,65.12,1.59,101.0,10.3104,6.6948,3,Summer,11.219746798145696,12.011070842809692
2015-03-24,Andaman and Nicobar Islands,11.6234,92.7265,23.57,0.58,3.66,16.3,28.48,67.46,2.47,101.04,10.326,6.4068,3,Summer,10.816213207446623,12.022139526785987
2015-03-25,Andaman and Nicobar Islands,11.6234,92.7265,44.34,0.71,4.41,18.07,29.01,72.56,4.68,101.11,10.3406,6.0142,3,Summer,10.412918803614723,12.033203891203204
2015-03-26,Andaman and Nicobar Islands,11.6234,92.7265,38.99,0.5,4.58,18.96,29.15,75.53,6.41,101.2,10.3555,6.4337,3,Summer,10.009983091485593,12.044261771555435
2015-03-27,Andaman and Nicobar Islands,11.6234,92.7265,25.68,0.45,4.33,18.82,29.16,74.87,6.64,101.18,10.3697,6.2786,3,Summer,9.607525469606887,12.055310997677212
2015-03-28,Andaman and Nicobar Islands,11.6234,92.7265,19.47,0.37,4.25,18.87,29.21,74.91,5.19,101.06,10.3831,6.5844,3,Summer,9.205665194857652,12.066349391877173
2015-03-29,Andaman and Nicobar Islands,11.6234,92.7265,19.68,0.37,3.96,18.54,29.11,74.06,4.83,101.0,10.3958,6.7128,3,Summer,8.804521347110189,12.077374767089031
2015-03-30,Andaman and Nicobar Islands,11.6234,92.7265,11.59,0.32,3.96,18.23,29.57,70.98,3.63,100.96,10.4093,6.9154,3,Summer,8.404212793943943,12.08838492504426
2015-03-31,Andaman and Nicobar Islands,11.6234,92.7265,17.66,0.23,4.01,17.94,29.49,70.24,3.91,101.02,10.4222,7.0142,3,Summer,8.004858155422621,12.099377654470867
2015-04-01,Andaman and Nicobar Islands,11.6234,92.7265,50.08,0.19,4.16,17.74,29.25,70.19,2.69,101.01,10.4342,6.797,4,Summer,7.606575768944357,12.110350729322692
2015-04-02,Andaman and Nicobar Islands,11.6234,92.7265,39.63,0.2,4.15,16.94,29.2,67.1,2.7,100.9,10.4453,6.9103,4,Summer,7.2094836541759415,12.121301907043694
2015-04-03,Andaman and Nicobar Islands,11.6234,92.7265,18.4,0.16,3.39,16.99,28.75,68.99,2.72,100.78,10.4551,7.2984,4,Summer,6.81369947808089,12.132228926871754
2015-04-04,Andaman and Nicobar Islands,11.6234,92.7265,5.76,0.33,2.65,15.52,28.75,63.16,1.18,100.7,10.4645,7.3637,4,Summer,6.419340520052321,12.143129508186474
2015-04-05,Andaman and Nicobar Islands,11.6234,92.7265,10.83,0.37,2.9,15.79,29.26,62.43,1.17,100.79,10.4722,7.2454,4,Summer,6.026523637160464,12.154001348905657
2015-04-06,Andaman and Nicobar Islands,11.6234,92.7265,19.44,0.24,3.33,16.71,29.68,64.52,1.93,100.82,10.4791,7.2883,4,Summer,5.635365229525421,12.164842123934992
2015-04-07,Andaman and Nicobar Islands,11.6234,92.7265,8.81,0.2,3.4,18.51,29.76,71.05,4.42,100.82,10.4861,7.3366,4,Summer,5.245981205825223,12.17564948367571
2015-04-08,Andaman and Nicobar Islands,11.6234,92.7265,43.43,0.33,3.49,18.44,29.78,70.65,3.2,100.87,10.493,6.9682,4,Summer,4.85848694894973,12.186421052594852
2015-04-09,Andaman and Nicobar Islands,11.6234,92.7265,48.34,0.44,4.22,18.48,29.88,70.55,2.88,100.93,10.5,6.4162,4,Summer,4.4729972818100245,12.197154427863001
2015-04-10,Andaman and Nicobar Islands,11.6234,92.7265,60.29,0.43,4.02,17.36,30.31,64.66,1.89,100.97,10.5065,6.3862,4,Summer,4.089626433314067,12.207847178064164
2015-04-11,Andaman and Nicobar Islands,11.6234,92.7265,68.96,0.35,3.65,16.36,30.14,61.74,1.08,101.07,10.5127,6.6576,4,Summer,3.7084880045180713,12.21849684198274
2015-04-12,Andaman and Nicobar Islands,11.6234,92.7265,87.48,0.4,4.51,17.56,29.76,67.6,2.39,101.2,10.5178,4.9354,4,Summer,3.329694934964106,12.229100927472382
2015-04-13,Andaman and Nicobar Islands,11.6234,92.7265,99.03,0.49,5.17,18.19,29.45,71.18,3.56,101.16,10.5223,2.4578,4,Summer,2.953359469213744,12.239656910411655
2015-04-14,Andaman and Nicobar Islands,11.6234,92.7265,96.89,0.58,5.42,18.11,28.76,73.7,3.4,101.07,10.5259,3.3749,4,Summer,2.5795931235874168,12.250162233751384
2015-04-15,Andaman and Nicobar Islands,11.6234,92.7265,95.62,0.48,5.44,18.42,28.29,76.93,3.2,101.09,10.5286,3.5203,4,Summer,2.2085066531199473,12.260614306658603
2015-04-16,Andaman and Nicobar Islands,11.6234,92.7265,81.9,0.4,5.45,18.49,28.72,75.31,2.95,101.15,10.5312,5.7948,4,Summer,1.8402100187411783,12.271010503762032
2015-04-17,Andaman and Nicobar Islands,11.6234,92.7265,79.55,0.35,5.04,18.54,28.96,74.45,1.99,100.96,10.5343,6.312,4,Summer,1.474812354692407,12.281348164503903
2015-04-18,Andaman and Nicobar Islands,11.6234,92.7265,66.01,0.3,4.7,19.3,28.99,77.23,3.65,100.88,10.5382,5.9314,4,Summer,1.1124219361873813,12.291624592603076
2015-04-19,Andaman and Nicobar Islands,11.6234,92.7265,42.21,0.22,5.01,18.67,29.26,73.65,2.49,100.94,10.5413,6.8868,4,Summer,0.7531461473281684,12.301837055634156
2015-04-20,Andaman and Nicobar Islands,11.6234,92.7265,52.49,0.19,4.71,18.14,29.73,69.78,1.19,101.0,10.5454,6.9965,4,Summer,0.39709144928477613,12.31198278472744
2015-04-21,Andaman and Nicobar Islands,11.6234,92.7265,49.17,0.13,4.66,19.39,29.6,74.98,3.33,100.97,10.5485,6.5563,4,Summer,0.04436334874855774,12.322058974394322
2015-04-22,Andaman and Nicobar Islands,11.6234,92.7265,26.99,0.1,4.25,19.13,29.48,74.51,3.48,100.96,10.5506,7.2638,4,Summer,0.3049336333318511,12.332062782482675
2015-04-23,Andaman and Nicobar Islands,11.6234,92.7265,71.0,0.17,4.17,18.57,29.59,72.03,2.36,101.05,10.5521,6.9115,4,Summer,0.6506959927221434,12.341991330266742
2015-04-24,Andaman and Nicobar Islands,11.6234,92.7265,60.22,0.24,4.55,18.25,29.36,71.69,1.68,101.06,10.5518,6.5014,4,Summer,0.9928212725731225,12.351841702675758
2015-04-25,Andaman and Nicobar Islands,11.6234,92.7265,45.53,0.23,4.8,18.55,29.34,72.87,2.47,101.0,10.5516,6.679,4,Summer,1.331208093780667,12.361610948665435
2015-04-26,Andaman and Nicobar Islands,11.6234,92.7265,35.79,0.22,4.97,15.55,29.55,60.74,1.54,101.08,10.5514,6.7603,4,Summer,1.6657561850266998,12.37129608173627
2015-04-27,Andaman and Nicobar Islands,11.6234,92.7265,59.1,0.19,5.08,18.62,29.47,72.66,1.89,101.04,10.5511,6.769,4,Summer,1.9963664124916125,12.380894080602385
2015-04-28,Andaman and Nicobar Islands,11.6234,92.7265,52.13,0.2,5.02,18.6,29.71,71.52,2.06,101.0,10.5506,5.7478,4,Summer,2.3229408092298893,12.390401890014296
2015-04-29,Andaman and Nicobar Islands,11.6234,92.7265,55.31,0.18,5.1,18.17,29.64,70.13,1.43,100.97,10.5492,6.1018,4,Summer,2.6453826041996873,12.399816421738903
2015-04-30,Andaman and Nicobar Islands,11.6234,92.7265,76.8,0.22,5.26,18.68,29.25,73.75,1.86,101.03,10.5475,6.2573,4,Summer,2.9635962509383287,12.409134555699469
2015-05-01,Andaman and Nicobar Islands,11.6234,92.7265,87.75,0.28,5.39,18.59,28.92,74.81,2.32,101.0,10.5454,2.5267,5,Summer,3.27748745587464,12.418353141278194
2015-05-02,Andaman and Nicobar Islands,11.6234,92.7265,93.59,0.39,5.19,18.29,29.13,72.76,1.86,100.98,10.5425,5.7005,5,Summer,3.5869632062703154,12.42746899878355
2015-05-03,Andaman and Nicobar Islands,11.6234,92.7265,83.98,0.29,5.16,18.03,28.97,72.36,1.7,101.0,10.5386,5.9141,5,Summer,3.8919317977814156,12.436478921084102
2015-05-04,Andaman and Nicobar Islands,11.6234,92.7265,59.65,0.27,5.23,17.45,29.09,69.6,0.94,100.99,10.5341,6.4913,5,Summer,4.192302861632568,12.445379675410235
2015-05-05,Andaman and Nicobar Islands,11.6234,92.7265,51.17,0.29,5.18,18.24,29.86,69.43,1.41,100.84,10.5305,6.5995,5,Summer,4.487987391394977,12.45416800532457
2015-05-06,Andaman and Nicobar Islands,11.6234,92.7265,64.5,0.29,4.99,18.76,29.88,71.28,1.48,100.77,10.5274,6.6149,5,Summer,4.778897769361116,12.462840632861582
2015-05-07,Andaman and Nicobar Islands,11.6234,92.7265,40.16,0.25,5.11,19.04,29.89,72.31,1.35,100.81,10.5242,6.8448,5,Summer,5.064947792507603,12.471394260836155
2015-05-08,Andaman and Nicobar Islands,11.6234,92.7265,76.29,0.22,5.2,18.8,30.0,70.94,0.94,100.74,10.5197,6.3984,5,Summer,5.346052698039134,12.479825575320502
2015-05-09,Andaman and Nicobar Islands,11.6234,92.7265,20.0,0.18,5.12,19.01,30.05,71.44,1.48,100.7,10.5158,6.8873,5,Summer,5.622129188505443,12.488131248288127
2015-05-10,Andaman and Nicobar Islands,11.6234,92.7265,78.31,0.16,5.21,18.74,30.22,69.81,0.85,100.71,10.5113,6.5566,5,Summer,5.893095456484222,12.49630794042298
2015-05-11,Andaman and Nicobar Islands,11.6234,92.7265,83.96,0.25,5.46,19.42,30.47,71.31,1.46,100.78,10.5074,5.9357,5,Summer,6.1588712088222834,12.504352304091313
2015-05-12,Andaman and Nicobar Islands,11.6234,92.7265,98.96,0.41,5.89,19.93,30.12,74.63,2.2,100.82,10.5038,3.546,5,Summer,6.419377690428341,12.512260986473084
2015-05-13,Andaman and Nicobar Islands,11.6234,92.7265,90.99,0.25,5.9,20.38,29.85,77.51,3.22,100.83,10.5,5.7259,5,Summer,6.674537707609677,12.520030632849092
2015-05-14,Andaman and Nicobar Islands,11.6234,92.7265,97.23,0.19,5.84,20.7,29.67,79.6,4.09,100.91,10.4974,4.2394,5,Summer,6.924275650946424,12.527657890039329
2015-05-15,Andaman and Nicobar Islands,11.6234,92.7265,96.46,0.17,5.91,20.25,29.63,78.08,3.28,100.94,10.494,3.2527,5,Summer,7.168517517696152,12.53513940998734
2015-05-16,Andaman and Nicobar Islands,11.6234,92.7265,96.64,0.21,5.92,20.45,29.16,80.97,4.97,100.88,10.4902,3.1147,5,Summer,7.40719093372261,12.542471853484656
2015-05-17,Andaman and Nicobar Islands,11.6234,92.7265,98.9,0.26,6.01,19.99,29.14,79.27,6.91,100.87,10.4854,4.0634,5,Summer,7.640225174941602,12.549651894028669
2015-05-18,Andaman and Nicobar Islands,11.6234,92.7265,95.47,0.25,5.45,20.26,29.87,77.03,5.68,100.85,10.4806,4.3526,5,Summer,7.867551188278188,12.556676221806528
2015-05-19,Andaman and Nicobar Islands,11.6234,92.7265,99.27,0.28,5.99,20.93,29.48,81.4,7.47,100.91,10.476,4.3723,5,Summer,8.089101612128498,12.563541547797017
2015-05-20,Andaman and Nicobar Islands,11.6234,92.7265,99.07,0.23,6.2,20.4,29.32,80.1,10.1,100.92,10.4714,1.8763,5,Summer,8.304810796320528,12.570244607981548
2015-05-21,Andaman and Nicobar Islands,11.6234,92.7265,99.1,0.45,5.87,20.97,29.69,80.48,11.34,100.84,10.4657,0.8779,5,Summer,8.514614821567573,12.576782167654747
2015-05-22,Andaman and Nicobar Islands,11.6234,92.7265,98.94,0.59,6.0,20.66,29.13,81.9,8.47,100.85,10.4597,2.8248,5,Summer,8.718451518409044,12.583151025824446
2015-05-23,Andaman and Nicobar Islands,11.6234,92.7265,91.46,0.68,5.56,20.78,29.4,81.06,9.04,100.79,10.4539,5.4211,5,Summer,8.916260485632488,12.589348019690135
2015-05-24,Andaman and Nicobar Islands,11.6234,92.7265,97.7,0.57,5.33,19.85,29.16,78.59,7.14,100.81,10.4484,2.4418,5,Summer,9.107983108171872,12.595370029188366
2015-05-25,Andaman and Nicobar Islands,11.6234,92.7265,93.92,0.62,5.28,19.43,29.36,76.02,7.14,100.81,10.4438,5.081,5,Summer,9.293562574476404,12.601213981592926
2015-05-26,Andaman and Nicobar Islands,11.6234,92.7265,96.87,0.56,5.42,19.99,29.33,78.39,7.16,100.85,10.4393,6.0098,5,Summer,9.4729438933451,12.606876856157031
