Date,State,Latitude,Longitude,WS10M,WS50M,PS,T2M,WD10M,T2M_MAX,T2M_MIN,T2MDEW,RH2M,PRECTOTCORR,ALLSKY_SFC_SW_DWN
2021-04-08,Assam,26.1445,91.7362,2.29,4.7,96.38,24.58,221.1,31.64,20.03,18.03,69.73,7.41,4.8583
2021-04-09,Assam,26.1445,91.7362,2.75,5.42,96.36,24.5,226.1,30.56,19.63,19.1,74.09,3.37,4.6512
2021-04-10,Assam,26.1445,91.7362,3.29,6.25,96.4,25.61,222.2,32.4,20.61,18.51,67.73,2.51,5.5774
2021-04-11,Assam,26.1445,91.7362,3.07,5.87,96.53,25.27,231.1,32.51,19.17,17.83,66.56,0.1,5.9789
2021-04-12,Assam,26.1445,91.7362,2.83,5.68,96.55,25.5,233.8,33.87,18.82,15.05,56.81,0.08,6.353
2021-04-13,Assam,26.1445,91.7362,2.94,5.51,96.44,25.8,229.2,33.85,19.79,15.34,55.94,0.09,5.6796
2021-04-14,Assam,26.1445,91.7362,1.92,4.15,96.43,24.88,229.7,33.22,17.74,15.31,59.69,9.78,6.0187
2021-04-15,Assam,26.1445,91.7362,2.02,4.3,96.29,24.92,200.2,32.2,18.49,16.92,64.5,1.65,5.3616
2021-04-16,Assam,26.1445,91.7362,1.56,3.2,96.36,24.41,170.6,29.67,20.42,18.41,71.0,24.3,5.779
2021-04-17,Assam,26.1445,91.7362,1.98,3.99,96.51,23.61,227.0,30.29,18.75,18.21,74.77,5.08,2.9054
2021-04-18,Assam,26.1445,91.7362,2.69,5.38,96.42,23.54,223.2,29.37,18.43,18.24,74.12,16.06,5.3695
2021-04-19,Assam,26.1445,91.7362,3.71,7.03,96.13,24.08,225.3,30.65,19.25,17.03,67.62,0.31,5.9686
2021-04-20,Assam,26.1445,91.7362,2.56,5.18,96.25,24.5,209.0,32.52,18.24,16.44,65.08,1.51,6.1608
2021-04-21,Assam,26.1445,91.7362,1.94,4.31,96.44,24.83,210.4,32.44,18.01,18.06,69.43,4.64,6.0043
2021-04-22,Assam,26.1445,91.7362,2.18,4.66,96.36,25.27,241.5,31.53,20.9,20.14,75.33,1.59,5.124
2021-04-23,Assam,26.1445,91.7362,3.01,5.53,96.31,24.77,244.9,31.81,19.21,15.89,63.3,0.0,7.3742
2021-04-24,Assam,26.1445,91.7362,2.29,4.66,96.32,24.99,241.7,33.29,17.81,14.99,58.77,0.0,7.2809
2021-04-25,Assam,26.1445,91.7362,1.96,3.9,96.31,25.47,241.7,33.68,18.32,16.0,60.75,0.0,6.7046
2021-04-26,Assam,26.1445,91.7362,2.38,4.79,96.23,26.59,235.9,34.83,19.42,17.02,60.7,0.01,6.5722
2021-04-27,Assam,26.1445,91.7362,2.1,4.6,96.31,26.63,215.6,34.83,21.41,18.37,64.84,18.64,6.4234
2021-04-28,Assam,26.1445,91.7362,1.57,3.18,96.5,27.68,245.8,34.44,21.44,18.52,61.02,4.43,6.0806
2021-04-29,Assam,26.1445,91.7362,1.94,3.63,96.48,26.44,246.0,32.7,20.69,19.38,68.17,0.32,6.8208
2021-04-30,Assam,26.1445,91.7362,1.75,3.78,96.34,26.54,245.2,33.22,21.34,19.24,67.72,2.45,6.0142
2021-05-01,Assam,26.1445,91.7362,2.58,5.33,96.42,24.77,234.5,29.6,21.24,19.61,74.88,4.79,4.4338
2021-05-02,Assam,26.1445,91.7362,1.87,4.1,96.39,25.61,229.6,32.01,20.8,19.75,73.34,10.43,4.271
2021-05-03,Assam,26.1445,91.7362,2.3,4.62,96.27,23.97,207.8,27.9,20.78,20.25,80.71,22.83,3.9653
2021-05-04,Assam,26.1445,91.7362,2.02,4.09,96.38,23.93,247.3,29.79,20.1,19.75,79.59,5.16,3.2794
2021-05-05,Assam,26.1445,91.7362,1.02,2.16,96.44,24.65,241.3,30.06,19.97,19.53,76.05,8.2,3.4745
2021-05-06,Assam,26.1445,91.7362,1.27,2.2,96.56,24.36,171.6,30.44,19.9,19.16,75.09,7.25,2.6477
2021-05-07,Assam,26.1445,91.7362,1.92,3.9,96.62,24.38,232.2,30.43,19.19,19.27,76.36,10.45,3.5201
2021-05-08,Assam,26.1445,91.7362,2.01,3.95,96.47,24.5,227.5,30.57,19.77,19.91,78.01,4.97,3.7598
2021-05-09,Assam,26.1445,91.7362,2.55,5.01,96.3,24.79,236.1,30.73,19.43,19.27,74.0,0.49,5.9839
2021-05-10,Assam,26.1445,91.7362,2.6,5.03,96.16,25.06,237.7,30.66,20.84,19.77,74.85,4.34,5.5519
2021-05-11,Assam,26.1445,91.7362,2.15,4.34,96.15,25.01,249.7,30.52,20.17,19.74,75.35,0.84,4.3968
2021-05-12,Assam,26.1445,91.7362,1.42,2.57,96.09,23.95,260.4,28.63,20.27,19.77,78.86,6.02,3.6857
2021-05-13,Assam,26.1445,91.7362,2.28,4.39,95.99,24.02,240.0,28.99,19.26,20.13,80.81,6.72,4.5938
2021-05-14,Assam,26.1445,91.7362,2.38,4.82,95.87,24.32,267.2,28.48,20.93,21.08,83.5,11.88,5.6268
2021-05-15,Assam,26.1445,91.7362,3.38,6.13,96.02,26.0,225.3,32.18,20.41,19.98,72.21,0.88,4.3171
2021-05-16,Assam,26.1445,91.7362,2.27,4.44,96.21,26.13,236.0,32.29,21.01,20.98,76.04,8.82,4.0222
2021-05-17,Assam,26.1445,91.7362,2.82,5.4,96.17,27.14,236.9,33.4,22.59,22.07,75.87,10.04,3.8748
2021-05-18,Assam,26.1445,91.7362,3.8,6.7,96.01,27.58,241.7,32.97,23.23,22.61,76.5,13.39,2.593
2021-05-19,Assam,26.1445,91.7362,3.73,6.66,95.96,26.97,240.0,32.0,22.61,21.7,75.43,16.2,3.8525
2021-05-20,Assam,26.1445,91.7362,3.83,6.84,95.9,27.84,239.7,33.7,24.27,22.42,74.88,18.76,3.8887
2021-05-21,Assam,26.1445,91.7362,3.77,6.75,95.83,27.45,244.1,31.66,24.24,23.39,79.43,6.01,4.6222
2021-05-22,Assam,26.1445,91.7362,2.99,5.61,95.73,27.4,245.7,30.77,24.87,24.24,83.72,4.09,5.43
2021-05-23,Assam,26.1445,91.7362,1.92,3.6,95.83,28.39,255.5,34.75,23.24,22.84,74.87,0.01,6.2242
2021-05-24,Assam,26.1445,91.7362,1.44,2.85,95.78,29.09,159.4,35.81,22.92,23.21,73.54,0.06,6.5582
2021-05-25,Assam,26.1445,91.7362,0.82,1.65,95.63,29.12,338.2,36.62,24.62,24.13,78.28,7.65,2.569
2021-05-26,Assam,26.1445,91.7362,1.8,3.23,95.48,28.13,98.0,33.55,24.57,24.09,81.0,10.8,3.7982
2021-05-27,Assam,26.1445,91.7362,1.76,3.59,95.88,27.46,199.0,34.24,22.87,20.83,71.56,6.6,3.013
2021-05-28,Assam,26.1445,91.7362,2.18,4.47,96.16,27.62,239.3,34.05,22.15,20.83,69.93,1.26,5.0573
2021-05-29,Assam,26.1445,91.7362,2.22,4.37,96.04,27.78,237.9,33.79,22.66,22.73,76.09,6.02,5.5687
2021-05-30,Assam,26.1445,91.7362,2.51,4.76,95.86,28.21,240.5,34.18,23.24,23.24,77.3,5.63,5.383
2021-05-31,Assam,26.1445,91.7362,1.48,3.18,95.67,26.99,244.0,31.99,24.15,24.54,87.67,35.42,0.8561
2021-06-01,Assam,26.1445,91.7362,1.84,3.55,95.81,27.73,246.9,32.98,23.76,23.02,78.31,7.69,2.9722
2021-06-02,Assam,26.1445,91.7362,2.14,4.16,95.92,26.56,257.1,30.03,23.73,23.45,84.19,2.48,3.6818
2021-06-03,Assam,26.1445,91.7362,2.7,5.48,96.04,26.9,232.8,30.97,22.97,22.95,80.59,1.83,5.3496
2021-06-04,Assam,26.1445,91.7362,2.77,5.43,96.0,27.29,233.0,31.57,24.26,23.92,83.19,13.88,5.0405
2021-06-05,Assam,26.1445,91.7362,3.49,6.62,95.84,27.23,232.2,31.04,24.61,24.03,83.44,31.44,2.1022
2021-06-06,Assam,26.1445,91.7362,3.95,7.4,95.79,27.57,231.6,32.43,24.22,22.84,77.22,17.16,2.1607
2021-06-07,Assam,26.1445,91.7362,3.58,6.87,95.7,28.28,237.3,33.18,24.53,23.41,76.95,12.61,1.9519
2021-06-08,Assam,26.1445,91.7362,2.57,5.08,95.63,27.54,230.7,31.73,24.13,23.98,82.3,16.03,3.469
2021-06-09,Assam,26.1445,91.7362,1.14,2.29,95.68,27.98,161.5,32.59,23.41,22.76,75.58,2.47,4.8125
2021-06-10,Assam,26.1445,91.7362,1.22,1.97,95.59,27.14,75.6,31.36,24.39,22.7,78.21,1.4,6.0864
2021-06-11,Assam,26.1445,91.7362,2.25,4.12,95.49,26.45,88.6,30.55,23.27,23.5,85.1,16.39,3.0197
2021-06-12,Assam,26.1445,91.7362,1.96,3.51,95.57,26.39,74.3,31.48,23.35,23.79,86.75,7.96,3.9924
2021-06-13,Assam,26.1445,91.7362,1.0,1.8,95.55,27.55,99.6,31.47,23.75,24.08,82.55,5.12,4.8401
2021-06-14,Assam,26.1445,91.7362,1.9,3.69,95.36,28.22,146.2,33.67,24.65,24.49,81.82,30.09,5.0134
2021-06-15,Assam,26.1445,91.7362,1.28,2.16,95.22,29.44,131.5,34.75,24.23,23.85,74.44,2.92,5.5507
2021-06-16,Assam,26.1445,91.7362,1.79,3.22,95.35,28.84,130.2,34.25,23.62,23.7,75.95,8.26,5.7919
2021-06-17,Assam,26.1445,91.7362,1.21,2.54,95.62,29.11,152.5,34.6,24.56,24.04,76.95,14.78,5.7353
2021-06-18,Assam,26.1445,91.7362,1.22,2.72,95.77,28.26,211.4,34.35,22.86,22.59,74.72,13.51,4.5775
2021-06-19,Assam,26.1445,91.7362,1.78,3.44,95.8,26.42,171.9,32.32,22.9,23.15,83.96,20.68,5.2337
2021-06-20,Assam,26.1445,91.7362,1.41,2.82,95.77,27.14,270.1,31.96,22.65,22.67,79.02,7.44,4.5785
2021-06-21,Assam,26.1445,91.7362,1.33,2.87,95.68,28.37,248.3,34.85,23.12,23.15,76.58,1.7,5.5841
2021-06-22,Assam,26.1445,91.7362,1.21,2.46,95.75,28.99,243.6,34.34,24.66,24.12,77.59,2.38,6.2388
2021-06-23,Assam,26.1445,91.7362,1.96,3.95,95.82,28.78,239.7,35.51,23.45,23.11,74.85,5.93,5.185
2021-06-24,Assam,26.1445,91.7362,2.29,4.48,95.72,28.37,244.6,33.92,24.37,23.95,79.52,13.93,5.137
2021-06-25,Assam,26.1445,91.7362,1.44,2.88,95.65,28.13,240.7,32.55,24.81,24.23,80.94,14.86,4.9474
2021-06-26,Assam,26.1445,91.7362,1.94,3.87,95.79,28.65,247.4,35.05,23.42,23.58,77.36,5.42,4.849
2021-06-27,Assam,26.1445,91.7362,3.18,5.87,95.96,27.92,239.1,33.16,24.2,23.74,80.06,15.74,4.2569
2021-06-28,Assam,26.1445,91.7362,3.31,6.27,95.85,26.97,242.6,30.49,24.52,24.35,86.18,23.53,3.313
2021-06-29,Assam,26.1445,91.7362,3.96,7.28,95.58,28.11,233.0,33.24,25.05,24.54,82.19,19.69,1.937
2021-06-30,Assam,26.1445,91.7362,2.71,5.33,95.5,27.05,237.4,30.02,24.88,24.89,88.26,17.15,1.4698
2021-07-01,Assam,26.1445,91.7362,2.68,5.13,95.47,27.89,240.7,32.37,24.37,23.57,79.74,7.05,1.7791
2021-07-02,Assam,26.1445,91.7362,2.12,4.19,95.55,26.73,210.3,30.66,24.09,24.15,86.62,16.66,1.2408
2021-07-03,Assam,26.1445,91.7362,1.87,3.71,95.68,27.77,269.7,32.57,24.3,24.78,85.08,39.31,2.341
2021-07-04,Assam,26.1445,91.7362,1.5,2.81,95.82,28.05,262.9,31.91,24.11,24.13,80.43,5.71,4.5845
2021-07-05,Assam,26.1445,91.7362,1.61,2.92,95.82,27.59,268.1,32.6,24.34,24.39,84.29,5.56,4.5785
2021-07-06,Assam,26.1445,91.7362,1.48,3.02,95.63,27.34,238.4,30.91,24.16,24.87,87.03,11.38,4.2077
2021-07-07,Assam,26.1445,91.7362,1.39,3.18,95.74,28.22,219.1,33.61,24.27,24.25,81.42,11.77,2.9952
2021-07-08,Assam,26.1445,91.7362,0.92,1.62,95.83,29.24,341.9,34.46,24.39,24.28,77.06,5.39,4.6786
2021-07-09,Assam,26.1445,91.7362,1.34,2.66,95.72,27.13,250.1,29.68,24.95,25.08,88.95,3.28,5.4552
2021-07-10,Assam,26.1445,91.7362,1.56,3.24,95.79,26.5,33.2,28.9,24.62,24.77,90.59,14.65,3.7315
2021-07-11,Assam,26.1445,91.7362,1.16,2.29,96.01,26.6,70.6,29.37,24.65,24.89,90.75,2.01,3.107
2021-07-12,Assam,26.1445,91.7362,1.27,2.53,96.05,28.96,147.4,35.49,24.02,24.43,79.28,4.0,6.5134
2021-07-13,Assam,26.1445,91.7362,2.24,4.49,95.97,27.74,235.5,33.38,24.1,24.01,81.75,12.02,4.1753
2021-07-14,Assam,26.1445,91.7362,2.28,4.59,95.98,26.31,247.4,29.64,23.63,24.06,88.08,13.29,3.7949
2021-07-15,Assam,26.1445,91.7362,2.67,5.17,96.02,27.0,242.4,31.16,23.56,23.45,82.49,4.09,3.1514
2021-07-16,Assam,26.1445,91.7362,2.3,4.59,96.12,27.02,239.6,31.95,23.52,23.71,83.44,10.91,3.7507
2021-07-17,Assam,26.1445,91.7362,1.89,3.94,95.98,27.53,255.6,32.5,23.42,23.96,82.43,1.58,2.9268
2021-07-18,Assam,26.1445,91.7362,1.54,3.09,95.76,27.9,255.5,32.14,24.14,24.51,83.3,7.68,4.5506
2021-07-19,Assam,26.1445,91.7362,1.06,1.99,95.62,28.69,309.3,33.45,24.88,24.45,80.31,13.15,3.672
2021-07-20,Assam,26.1445,91.7362,1.63,3.26,95.59,27.8,246.6,32.44,24.91,24.72,84.71,15.64,4.8286
2021-07-21,Assam,26.1445,91.7362,1.21,2.17,95.43,28.82,14.3,32.24,24.4,24.78,80.36,19.81,5.6148
2021-07-22,Assam,26.1445,91.7362,2.18,4.27,95.28,28.98,106.2,34.35,25.17,24.58,79.56,5.62,6.3082
2021-07-23,Assam,26.1445,91.7362,2.16,4.49,95.44,28.94,152.3,34.99,24.48,24.2,78.11,7.44,6.1001
2021-07-24,Assam,26.1445,91.7362,1.17,2.7,95.53,29.58,208.4,36.55,23.7,24.03,75.48,3.32,6.7032
2021-07-25,Assam,26.1445,91.7362,1.51,3.2,95.48,29.39,256.5,35.03,25.27,24.92,79.51,1.66,5.5126
2021-07-26,Assam,26.1445,91.7362,0.93,1.93,95.31,29.62,236.2,33.66,25.44,24.89,77.8,3.16,4.975
2021-07-27,Assam,26.1445,91.7362,1.97,3.97,95.17,28.23,100.5,31.9,25.59,25.52,86.12,6.03,4.255
2021-07-28,Assam,26.1445,91.7362,3.46,6.29,95.1,28.89,87.9,34.11,25.3,24.74,80.02,0.68,4.5624
2021-07-29,Assam,26.1445,91.7362,2.67,4.95,95.3,27.34,104.0,31.22,24.5,24.5,85.39,20.59,5.3393
2021-07-30,Assam,26.1445,91.7362,1.21,2.47,95.56,27.43,148.7,31.73,24.34,24.84,86.78,22.51,3.1188
2021-07-31,Assam,26.1445,91.7362,1.09,2.31,95.64,27.91,161.6,31.74,24.03,24.25,82.19,9.49,2.4444
2021-08-01,Assam,26.1445,91.7362,1.11,2.19,95.53,28.11,131.8,34.06,24.11,24.17,81.35,2.35,4.5024
2021-08-02,Assam,26.1445,91.7362,1.41,2.61,95.5,28.24,110.4,32.86,24.88,25.22,84.79,18.69,5.5654
2021-08-03,Assam,26.1445,91.7362,1.06,2.03,95.61,27.24,354.3,29.87,25.33,25.35,89.84,6.82,5.0496
2021-08-04,Assam,26.1445,91.7362,1.13,2.33,95.64,29.34,173.8,34.98,25.04,24.6,78.44,1.06,5.9875
2021-08-05,Assam,26.1445,91.7362,1.14,2.28,95.53,30.19,168.4,35.38,24.96,24.47,74.58,0.74,6.2928
2021-08-06,Assam,26.1445,91.7362,2.02,3.95,95.52,29.23,140.8,35.12,24.64,24.05,76.26,1.97,5.0054
2021-08-07,Assam,26.1445,91.7362,1.42,2.91,95.75,26.52,198.8,28.77,23.67,23.93,86.27,21.07,4.7374
2021-08-08,Assam,26.1445,91.7362,2.29,4.27,95.88,28.43,251.8,33.04,25.14,25.16,83.87,9.64,5.2145
2021-08-09,Assam,26.1445,91.7362,2.53,4.98,95.84,28.29,254.5,32.97,25.2,25.23,84.94,15.19,4.9766
2021-08-10,Assam,26.1445,91.7362,2.29,4.72,95.61,27.87,239.6,31.88,24.8,25.29,86.72,20.95,4.3416
2021-08-11,Assam,26.1445,91.7362,1.84,3.68,95.66,28.11,253.0,31.73,25.57,25.84,88.29,13.63,4.2065
2021-08-12,Assam,26.1445,91.7362,2.29,4.6,95.76,26.91,231.6,29.39,24.5,25.42,91.63,19.79,3.6876
2021-08-13,Assam,26.1445,91.7362,2.44,5.01,95.6,26.83,210.6,31.18,24.4,24.82,89.16,14.43,3.7466
2021-08-14,Assam,26.1445,91.7362,3.47,6.58,95.5,27.31,232.6,32.12,24.16,24.15,83.9,24.55,3.1853
2021-08-15,Assam,26.1445,91.7362,2.14,4.53,95.74,27.29,250.3,31.08,24.24,24.98,87.85,3.95,3.9713
2021-08-16,Assam,26.1445,91.7362,1.79,3.75,95.94,27.06,240.3,30.35,24.22,24.54,86.8,3.28,3.4978
2021-08-17,Assam,26.1445,91.7362,1.49,3.13,96.03,27.19,219.9,31.91,23.6,24.06,84.33,13.35,3.9826
2021-08-18,Assam,26.1445,91.7362,1.31,2.32,95.9,26.42,250.3,29.47,24.43,24.12,87.86,8.5,4.5101
2021-08-19,Assam,26.1445,91.7362,1.47,3.2,95.97,26.56,242.0,30.67,23.7,24.03,87.1,6.69,4.1006
2021-08-20,Assam,26.1445,91.7362,1.77,3.58,96.22,26.77,263.6,31.57,23.3,23.86,85.39,5.13,3.8299
2021-08-21,Assam,26.1445,91.7362,2.64,4.96,96.3,26.49,256.6,31.6,23.34,23.5,84.9,1.95,4.5924
2021-08-22,Assam,26.1445,91.7362,3.38,6.31,96.01,26.43,242.5,31.18,23.18,23.44,84.54,5.35,4.5838
2021-08-23,Assam,26.1445,91.7362,2.51,5.09,95.92,26.17,249.9,30.57,22.21,23.56,86.43,37.21,2.6918
2021-08-24,Assam,26.1445,91.7362,2.94,5.8,95.76,26.87,234.5,31.05,24.08,24.05,85.51,4.67,3.8546
2021-08-25,Assam,26.1445,91.7362,2.01,4.14,95.53,26.91,261.0,29.26,24.85,25.22,90.61,9.56,3.6802
2021-08-26,Assam,26.1445,91.7362,1.0,2.02,95.6,27.65,164.2,32.56,24.64,25.0,86.7,32.74,1.9903
2021-08-27,Assam,26.1445,91.7362,1.23,2.47,95.85,27.39,216.3,31.46,24.18,24.02,83.34,11.57,2.1557
2021-08-28,Assam,26.1445,91.7362,0.72,1.23,95.9,27.2,270.9,30.81,23.97,24.23,84.97,2.46,4.0111
2021-08-29,Assam,26.1445,91.7362,0.87,1.44,96.04,26.09,46.6,30.7,23.56,24.28,90.44,1.99,3.9785
2021-08-30,Assam,26.1445,91.7362,1.42,2.71,96.22,26.69,258.3,31.0,23.22,23.67,84.82,6.64,4.0514
2021-08-31,Assam,26.1445,91.7362,1.31,2.66,96.32,26.04,268.0,28.98,23.66,23.99,89.04,13.24,5.1098
2021-09-01,Assam,26.1445,91.7362,1.53,3.04,96.21,26.95,254.4,31.56,23.78,23.5,83.11,2.04,4.1028
2021-09-02,Assam,26.1445,91.7362,1.35,2.73,96.11,27.51,267.3,32.04,23.48,23.26,80.05,10.36,2.1161
2021-09-03,Assam,26.1445,91.7362,1.42,2.87,95.94,27.24,280.2,33.08,23.24,23.38,81.8,0.44,5.4619
2021-09-04,Assam,26.1445,91.7362,1.35,2.78,95.81,28.14,254.0,34.3,22.91,23.71,79.83,2.9,5.083
2021-09-05,Assam,26.1445,91.7362,1.26,2.14,95.87,28.7,66.4,33.44,24.37,24.32,79.39,3.16,5.4912
2021-09-06,Assam,26.1445,91.7362,1.18,2.73,96.12,28.07,144.6,32.37,25.06,25.25,85.83,38.04,5.1499
2021-09-07,Assam,26.1445,91.7362,1.09,2.21,96.4,25.53,271.2,28.06,23.22,24.22,92.74,9.54,3.0754
2021-09-08,Assam,26.1445,91.7362,1.33,2.81,96.19,27.16,257.0,32.99,22.29,23.26,81.54,1.56,5.4494
2021-09-09,Assam,26.1445,91.7362,1.16,2.13,96.12,26.47,74.2,28.97,24.09,24.33,88.48,4.2,4.7023
2021-09-10,Assam,26.1445,91.7362,2.38,4.7,96.04,27.26,107.9,32.4,23.83,24.29,85.14,3.4,6.3449
2021-09-11,Assam,26.1445,91.7362,1.29,2.56,95.95,28.02,129.2,32.64,24.22,24.28,81.4,5.89,5.8522
2021-09-12,Assam,26.1445,91.7362,1.54,3.34,95.72,27.82,163.6,32.91,24.56,24.44,83.14,0.02,6.299
2021-09-13,Assam,26.1445,91.7362,1.32,2.36,95.88,28.84,148.5,33.97,24.07,24.18,77.85,2.31,5.9861
2021-09-14,Assam,26.1445,91.7362,1.36,2.99,96.21,27.91,125.6,31.85,24.06,24.32,82.45,3.27,5.1362
2021-09-15,Assam,26.1445,91.7362,0.97,2.05,96.26,28.69,269.2,33.2,24.26,24.42,79.79,2.27,6.0852
2021-09-16,Assam,26.1445,91.7362,1.3,2.5,96.04,26.5,93.3,30.23,24.64,24.9,91.34,6.47,3.3698
2021-09-17,Assam,26.1445,91.7362,1.39,2.73,95.94,25.99,261.3,29.36,23.87,23.93,88.98,6.89,4.2161
2021-09-18,Assam,26.1445,91.7362,1.11,2.3,96.13,27.03,244.0,31.62,23.1,23.58,82.88,15.73,3.6895
2021-09-19,Assam,26.1445,91.7362,0.99,1.62,96.27,27.81,285.7,33.58,22.81,23.65,80.35,2.86,4.949
2021-09-20,Assam,26.1445,91.7362,1.17,1.87,96.23,27.61,9.3,31.92,24.46,24.26,83.47,1.62,5.6162
2021-09-21,Assam,26.1445,91.7362,1.67,3.31,96.2,25.56,278.9,28.49,23.82,23.9,91.04,6.59,4.5084
2021-09-22,Assam,26.1445,91.7362,1.21,2.78,96.09,25.73,257.5,30.53,23.39,23.56,88.77,1.95,4.873
2021-09-23,Assam,26.1445,91.7362,1.08,1.84,96.23,26.64,294.6,31.64,23.04,23.65,85.18,2.09,5.1197
2021-09-24,Assam,26.1445,91.7362,1.0,1.88,96.22,28.3,272.1,34.58,22.87,23.22,77.17,0.99,5.7691
2021-09-25,Assam,26.1445,91.7362,0.93,1.63,96.11,28.23,138.7,33.48,23.53,23.76,78.76,2.13,5.8306
2021-09-26,Assam,26.1445,91.7362,1.99,4.15,96.09,27.37,122.7,32.75,23.52,23.78,82.41,0.84,5.9712
2021-09-27,Assam,26.1445,91.7362,1.83,3.95,96.12,27.58,124.3,33.39,23.48,23.36,79.81,5.11,5.7091
2021-09-28,Assam,26.1445,91.7362,1.83,3.85,96.31,26.84,152.6,31.65,23.57,23.56,83.68,0.43,5.0544
2021-09-29,Assam,26.1445,91.7362,1.06,2.36,96.46,26.06,259.7,30.43,23.38,23.75,88.36,3.9,3.6036
2021-09-30,Assam,26.1445,91.7362,1.69,3.66,96.48,25.15,257.5,28.79,22.95,23.32,90.2,0.69,4.8574
2021-10-01,Assam,26.1445,91.7362,2.1,4.44,96.38,26.25,260.7,31.51,22.74,22.75,82.93,0.19,5.3808
2021-10-02,Assam,26.1445,91.7362,1.97,4.43,96.32,25.73,242.3,30.76,21.24,21.84,81.06,1.22,4.5742
2021-10-03,Assam,26.1445,91.7362,1.76,3.95,96.15,26.2,256.7,30.32,23.29,24.04,88.78,12.39,2.3213
2021-10-04,Assam,26.1445,91.7362,0.89,1.84,96.18,26.42,246.3,31.64,23.26,23.58,85.95,10.88,2.3594
2021-10-05,Assam,26.1445,91.7362,1.0,2.13,96.38,25.38,132.9,29.51,22.03,22.31,84.2,11.98,3.1404
2021-10-06,Assam,26.1445,91.7362,1.21,2.16,96.28,25.47,264.3,31.8,20.91,21.79,82.17,0.08,4.7455
2021-10-07,Assam,26.1445,91.7362,1.3,2.67,96.09,25.89,249.2,32.22,21.46,22.6,84.21,0.25,4.7969
2021-10-08,Assam,26.1445,91.7362,1.26,2.44,95.99,26.73,275.9,31.62,22.92,23.2,82.94,0.4,4.512
2021-10-09,Assam,26.1445,91.7362,1.3,2.56,96.05,26.46,276.2,31.48,23.02,23.46,85.07,2.03,4.4167
2021-10-10,Assam,26.1445,91.7362,1.29,2.37,96.17,25.8,314.9,30.49,22.2,23.02,86.02,1.41,4.6754
2021-10-11,Assam,26.1445,91.7362,1.22,2.32,96.07,26.73,65.9,33.44,21.42,22.86,81.53,0.0,5.3273
2021-10-12,Assam,26.1445,91.7362,1.2,2.28,96.0,28.03,251.6,34.06,22.97,23.57,78.92,0.0,5.3642
2021-10-13,Assam,26.1445,91.7362,1.25,2.23,95.97,28.47,108.5,33.88,23.61,23.95,78.16,0.23,5.1557
2021-10-14,Assam,26.1445,91.7362,1.17,2.05,96.03,27.7,116.1,31.98,24.27,24.07,81.78,0.66,5.2651
2021-10-15,Assam,26.1445,91.7362,1.57,3.31,95.92,28.15,127.3,34.55,23.3,23.05,76.14,0.54,5.1672
2021-10-16,Assam,26.1445,91.7362,2.27,4.77,96.16,26.5,108.5,31.79,23.35,22.74,81.39,1.54,4.963
2021-10-17,Assam,26.1445,91.7362,2.05,4.35,96.33,26.48,130.4,31.85,22.9,22.42,80.19,0.2,4.4659
2021-10-18,Assam,26.1445,91.7362,1.92,4.05,96.38,25.4,132.5,29.97,22.69,22.22,83.88,3.79,4.2689
2021-10-19,Assam,26.1445,91.7362,1.07,2.59,96.57,25.07,189.7,29.55,22.45,23.01,89.22,17.59,2.1082
2021-10-20,Assam,26.1445,91.7362,1.7,3.81,96.48,24.32,232.9,27.52,22.29,22.92,92.25,27.1,2.5277
2021-10-21,Assam,26.1445,91.7362,2.66,5.37,96.28,23.35,236.3,26.91,19.19,21.41,89.45,4.59,3.8273
2021-10-22,Assam,26.1445,91.7362,1.86,3.44,96.64,21.4,239.2,27.53,17.22,17.3,79.54,0.67,3.4294
2021-10-23,Assam,26.1445,91.7362,1.3,2.48,96.8,22.04,127.7,28.21,16.24,18.0,79.76,0.0,4.356
2021-10-24,Assam,26.1445,91.7362,1.2,2.37,96.81,22.66,236.9,28.35,17.8,19.16,82.45,0.0,4.62
2021-10-25,Assam,26.1445,91.7362,1.21,2.52,96.64,22.92,257.8,28.28,18.91,19.51,82.99,0.0,4.2046
2021-10-26,Assam,26.1445,91.7362,1.25,2.09,96.62,22.8,259.8,27.91,19.07,19.46,83.02,0.0,4.2461
2021-10-27,Assam,26.1445,91.7362,1.45,2.67,96.73,22.35,253.0,28.18,18.5,18.98,82.88,0.0,4.5199
2021-10-28,Assam,26.1445,91.7362,1.34,2.85,96.79,22.47,250.3,29.12,18.07,19.18,84.12,0.0,4.8516
2021-10-29,Assam,26.1445,91.7362,1.23,2.15,96.87,22.98,111.6,29.13,18.37,19.37,81.95,0.0,5.029
2021-10-30,Assam,26.1445,91.7362,1.52,3.26,96.81,22.3,251.2,28.42,18.53,19.2,84.82,0.0,4.9841
2021-10-31,Assam,26.1445,91.7362,1.64,3.65,96.76,20.73,236.8,27.03,16.34,17.73,84.95,0.0,4.6994
2021-11-01,Assam,26.1445,91.7362,1.38,3.02,96.85,19.4,220.9,26.83,14.0,13.84,73.51,0.0,4.1549
2021-11-02,Assam,26.1445,91.7362,1.45,2.54,96.91,19.52,205.7,26.37,14.5,14.96,77.33,0.0,4.6591
2021-11-03,Assam,26.1445,91.7362,1.43,3.06,96.8,19.63,229.9,26.95,14.03,15.47,79.58,0.0,4.8185
2021-11-04,Assam,26.1445,91.7362,1.69,3.28,96.75,20.3,250.4,26.3,16.65,17.03,83.57,0.0,4.4906
